80,271,52
79,261,54
79,250,55
79,241,56
79,232,56
79,224,56
79,214,55
79,202,55
78,193,54
78,184,54
78,177,52
78,167,50
78,158,48
78,150,45
77,141,42
78,130,40
77,122,37
77,114,33
77,108,29
77,97,26
77,89,22
77,80,14
77,74,13
77,66,8
76,59,2
76,50,7
76,42,11
76,34,15
75,26,19
75,19,22
75,10,25
75,3,27
75,-4,30
74,-12,32
74,-19,33
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
80,271,52
80,261,53
80,247,55
80,240,55
79,232,54
80,221,55
80,211,54
79,200,54
79,190,53
79,183,51
79,175,49
79,167,47
79,158,45
79,151,41
79,141,39
79,132,36
79,125,32
79,116,28
79,111,23
79,100,21
79,93,16
79,85,11
79,78,6
78,70,1
78,64,5
78,56,10
78,47,15
78,40,20
78,32,24
78,24,27
78,17,30
77,6,35
77,2,36
77,-5,38
77,-15,42
77,-19,42
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
80,273,52
80,264,53
80,254,55
80,243,56
80,234,56
80,226,56
80,216,56
79,204,56
79,198,54
79,191,53
79,179,53
79,170,51
79,164,49
79,155,46
79,145,44
79,137,41
79,129,37
79,119,34
78,112,30
78,106,26
78,96,22
78,89,18
78,83,13
78,75,8
78,68,2
78,61,2
77,48,11
77,40,15
76,33,18
76,24,23
76,17,26
76,10,28
75,2,31
75,-4,33
74,-12,35
74,-17,35
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
80,278,51
79,264,53
79,257,54
79,245,55
78,239,55
78,228,56
78,216,56
77,208,55
77,198,55
77,191,54
77,180,52
76,173,50
76,165,48
75,157,45
75,146,43
75,140,40
74,131,37
74,124,33
74,116,36
74,115,30
74,109,25
73,98,22
73,93,17
73,84,13
73,78,7
72,70,2
72,63,3
72,55,8
72,47,13
72,34,20
71,32,20
71,24,24
71,12,29
71,4,32
71,-2,34
70,-9,37
71,-17,42
70,-17,38
0,0,0
0,0,0
0,0,0
0,0,0
79,268,52
78,256,54
77,249,54
76,238,54
76,228,55
75,217,55
75,211,53
75,196,55
74,187,52
74,179,50
74,169,49
74,160,47
74,151,46
74,141,43
74,131,41
74,123,38
75,113,36
75,105,32
76,96,29
76,87,26
77,77,23
77,69,19
78,62,14
79,54,10
79,46,5
80,37,1
81,33,5
82,27,9
83,21,13
84,16,16
85,10,20
86,5,23
87,0,25
88,-5,28
89,-10,30
91,-15,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
78,271,52
77,259,53
76,247,54
75,236,54
75,227,54
74,217,54
74,205,54
73,196,54
73,187,53
72,176,52
72,166,51
72,159,49
72,150,47
72,138,45
72,131,43
72,121,40
72,113,38
72,105,34
73,96,32
73,87,29
73,78,25
74,70,21
76,55,21
74,58,11
76,43,11
77,37,5
77,29,1
78,23,5
79,18,9
80,13,13
81,7,17
82,1,20
82,1,20
83,-3,23
84,-9,25
85,-14,28
86,-19,30
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
79,276,51
78,263,53
77,256,53
77,243,54
76,224,56
76,223,55
76,211,55
76,195,56
75,183,55
75,176,54
75,166,53
75,157,52
75,148,50
76,139,48
76,134,49
76,131,45
76,122,43
77,114,40
77,105,37
78,95,34
78,88,31
79,79,27
80,71,24
80,64,19
81,55,15
82,47,11
83,39,7
84,33,1
85,26,4
86,21,8
87,16,12
88,11,15
90,5,19
91,0,22
92,-4,25
94,-10,28
95,-14,30
96,-19,32
0,0,0
0,0,0
0,0,0
0,0,0
79,273,51
78,261,52
77,256,52
77,244,53
76,235,52
76,225,53
75,212,53
75,205,50
75,194,50
74,186,48
74,177,47
74,169,44
74,155,43
74,148,40
74,138,38
74,130,35
75,123,32
75,114,28
75,105,25
76,97,22
77,85,19
77,80,14
77,73,9
78,66,4
79,59,1
79,53,5
80,47,10
81,42,14
82,36,17
83,31,21
83,26,24
84,21,26
85,16,28
86,11,31
87,6,33
88,1,34
89,-3,36
90,-8,37
91,-13,37
92,-18,38
0,0,0
0,0,0
80,278,50
80,265,51
79,255,51
79,243,51
79,234,51
79,220,52
78,211,51
78,202,50
78,185,51
78,177,50
78,170,49
77,157,48
77,146,47
77,139,45
76,130,43
76,119,42
76,110,40
76,103,37
76,94,35
75,85,32
75,77,30
75,67,28
75,60,24
75,52,21
74,43,18
74,35,15
74,27,11
75,14,11
74,11,4
74,3,3
73,-2,6
73,-8,9
73,-15,13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
79,263,52
78,258,51
78,244,52
78,233,52
77,224,52
77,214,52
76,206,51
76,194,50
75,185,49
75,175,49
74,166,47
74,155,46
74,146,45
73,137,43
73,130,40
72,120,38
72,112,36
72,103,34
72,95,31
71,86,28
71,78,22
70,68,19
70,62,14
70,53,11
70,43,9
69,35,5
69,28,1
69,21,1
69,15,4
68,9,7
68,2,11
68,-3,14
68,-9,17
67,-15,19
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
79,265,51
79,256,52
79,246,52
78,235,52
78,224,52
78,216,52
77,204,52
77,195,51
77,183,51
76,176,50
76,164,49
76,156,47
75,147,45
75,137,44
75,128,42
74,119,40
74,110,38
74,101,35
73,93,33
73,84,30
73,74,28
72,67,24
72,59,20
72,50,13
72,43,13
71,33,6
71,25,2
70,17,0
70,11,3
70,5,6
70,0,9
69,-7,13
69,-13,16
69,-19,18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
80,273,51
