3,63.0803,299.517,38.9784,63.8053,287.151,38.9939,64.7962,271.647,38.6678,65.7345,256.95,38.8715,66.6252,242.041,38.8021,67.4151,230.394,36.6647,68.0015,214.984,36.6661,69.1465,202.835,33.7854,69.6383,188.32,33.2548,70.2597,178.297,29.8211,70.6644,168.575,27.5939,71.6443,151.732,27.7682,72.5217,141.187,23.0544,73.5285,126.518,22.3148,74.2884,115.872,17.2016,75.0136,106.307,12.1363,75.6376,92.2179,9.33664,76.275,83.1604,5.01488,76.806,70.675,2.72314,76.8019,63.1799,3.337,77.2285,55.8844,5.61006,77.9255,44.3672,9.60319,78.2555,36.9239,11.7003,79.0478,25.3177,14.9218,79.1912,18.8221,16.1182,79.6273,8.47819,19.1463,80.2256,0.907518,19.2297,80.6469,-6.56728,20.541,81.8338,-17.8547,21.4617,81.8676,-24.1854,21.6591,81.7163,-32.836,23.2477,82.4468,-40.2073,22.1133,82.6924,-48.8687,23.2133,83.3881,-56.5968,20.559,,,,,,,,,
3,63.1085,298.046,39.2251,64.2223,277.702,40.115,64.8606,267.729,39.369,65.5933,250.753,40.4958,66.4324,238.599,38.9964,67.0725,222.586,39.6023,67.8014,212.9,36.8848,68.0946,202.421,35.6291,68.8496,186.162,35.8667,69.2828,176.191,32.4229,69.7468,161.761,32.0053,70.3219,151.36,28.0801,70.7142,137.844,26.9366,71.5785,125.963,22.5112,71.545,117.61,19.5563,72.4933,101.605,16.4272,72.9172,92.1306,14.0989,73.3005,79.612,13.3682,73.6765,71.6806,11.1057,73.9871,58.3913,11.5931,73.5741,51.0447,3.94231,73.6586,43.8351,6.85721,73.7084,33.4044,11.3432,74.0134,25.4575,13.7669,74.1466,15.2571,17.7958,74.5073,7.46546,19.096,74.5842,-2.39892,22.4141,74.8834,-9.68998,22.9134,74.9653,-16.2266,24.1689,75.339,-26.3452,25.1485,75.2888,-32.4332,25.9926,75.5811,-42.1483,28.1808,75.6467,-48.765,26.8692,75.6364,-54.551,26.2575,,,,,,,,,
3,64.0469,288.49,39.2763,65.0274,274.021,39.7449,66.5023,254.496,40.0406,66.8195,246.507,39.3695,67.9334,227.875,40.366,68.6696,216.891,38.4939,69.1872,203.36,38.2349,70.6993,188.305,35.988,70.9216,175.539,35.6388,71.8868,163.793,32.6604,72.2379,153.99,30.4737,72.9293,139.053,30.1596,74.2556,126.024,26.5321,74.8139,113.068,25.3671,75.8185,101.557,20.9769,76.761,90.6852,16.8613,77.5505,76.0297,14.8161,78.3593,66.0998,11.4096,79.0293,53.7916,9.61519,79.7083,44.2897,7.02653,77.9396,39.9548,1.34708,78.3907,28.1874,5.76237,78.5373,20.8695,8.15641,78.7881,10.5216,12.2822,79.3953,2.01174,13.6906,79.5225,-8.06205,17.2396,80.0181,-15.939,17.2859,80.8548,-26.6921,20.9169,80.8297,-34.1117,20.607,80.9179,-40.3542,21.5903,81.0191,-49.2579,26.0719,81.3576,-57.3424,22.302,,,,,,,,,,,,,,,
3,65.4413,302.423,40.0549,65.3747,287.074,40.5331,65.5165,275.338,40.0109,65.6556,264.072,39.7708,65.8746,246.333,39.4113,66.0055,235.253,38.7183,66.4589,217.367,39.3102,66.0782,209.637,36.2687,66.5109,192.719,36.51,66.8158,181.494,33.4353,66.9167,171.469,31.9805,67.2899,155.722,31.6283,67.3605,145.407,28.0339,67.8792,130.197,27.3595,68.2869,119.198,23.4389,68.5582,105.793,22.1951,68.3904,96.8684,15.9625,68.2348,87.7148,10.2241,68.1312,75.9135,6.11019,67.9933,67.0907,1.18585,67.9399,54.2466,-1.18229,68.6646,44.0838,3.22913,68.6355,36.6721,6.26145,68.6672,25.4489,10.4097,68.7739,17.7345,12.8139,68.9436,6.44149,17.2366,68.6732,0.0887814,17.7717,68.8463,-10.677,21.5015,68.701,-17.3103,20.8949,69.077,-28.1346,24.5717,68.7459,-34.2661,23.2537,68.668,-41.384,24.0548,68.539,-50.3447,24.4837,,,,,,,,,,,,
3,76.3065,298.085,39.094,76.4232,283.266,39.2895,76.4943,265.504,39.9042,76.1257,253.848,38.1419,76.01,242.599,37.1917,76.0513,224.556,36.1729,76.1527,213.641,35.0919,75.7516,196.548,35.3513,76.0325,185.346,31.7944,76.026,167.911,32.1807,76.0839,158.003,28.1691,76.133,147.704,26.3271,76.4394,131.194,23.2378,76.7922,120.307,21.3499,76.4045,107.459,19.5921,76.392,97.5855,14.3864,76.9192,82.7773,13.7096,77.4564,71.9642,11.9329,77.9555,61.8093,10.2993,76.6737,50.611,1.59984,76.6368,42.2593,4.88703,76.6466,30.5807,9.73231,76.7165,22.7163,11.6762,76.5668,11.4902,16.0603,76.5911,3.3062,17.6387,76.6133,-4.26665,19.4772,76.7287,-15.2003,23.1812,76.7945,-22.9813,23.1106,76.7594,-32.9853,26.3413,78.1106,-42.3008,28.4681,76.6886,-50.1824,28.6012,,,,,,,,,,,,,,,,,,
3,78.4577,300.991,39.1142,78.0481,289.97,39.4082,77.3095,271.614,40.5506,76.932,260.775,39.5256,76.3313,250.252,39.0536,75.9026,231.58,38.1905,75.3314,219.127,37.9734,74.9536,200.701,38.316,74.4409,190.884,35.3653,74.1143,173.757,35.625,73.2532,165.74,31.5497,73.5564,152.079,30.39,72.3576,138.954,26.7848,71.9581,128.029,25.1975,71.7555,112.199,24.9675,71.2022,103.04,19.9686,70.5616,88.3701,19.1656,70.2066,79.5945,13.2382,69.8723,70.1765,8.01993,69.6183,55.0483,6.09599,69.3228,46.298,1.73404,67.4093,36.3979,4.61466,66.6314,28.9209,6.34948,66.4305,16.8184,10.8565,65.4926,10.4462,11.3752,65.2688,2.38565,13.3462,64.632,-8.71151,15.5503,64.2701,-16.2744,16.8166,64.8631,-28.1695,20.7042,63.0003,-33.1404,18.9878,62.5658,-39.741,19.1629,62.1617,-50.6711,19.5735,,,,,,,,,,,,,,,
3,77.4801,285.9,39.5936,76.3586,276.837,39.1432,75.1856,255.685,40.465,74.147,244.299,39.0074,73.1424,226.778,39.6212,71.7598,217.647,36.9671,70.6626,206.735,35.9711,69.431,189.956,34.1439,68.6644,178.555,32.6756,68.2424,158.945,33.9279,66.3413,152.517,28.7773,65.5381,142.015,26.9117,64.5249,125.824,24.1071,63.4132,116.953,19.4948,62.6139,100.701,17.9152,61.6955,91.6778,15.9405,60.7183,77.7326,14.7737,59.6153,68.964,11.9501,58.547,60.9858,9.1126,58.0169,45.7878,10.1665,55.8033,39.8316,3.79186,55.5986,26.9138,9.46428,54.0485,20.5548,10.5684,54.0277,7.4278,15.7874,52.2966,1.85082,15.7638,51.4983,-5.59291,17.6585,50.5897,-16.6526,19.9742,49.7465,-23.3417,20.8787,49.5881,-34.3431,24.0739,47.511,-40.319,23.753,46.8252,-47.1497,23.9539,45.5669,-57.2228,24.098,,,,,,,,,,,,,,,
3,77.5775,294.028,39.2431,76.3466,275.413,39.8959,75.4953,264.251,39.4001,74.8608,244.113,40.9219,73.3965,234.328,38.8285,72.4484,224.786,37.9789,71.7529,205.872,37.0218,70.6894,194.547,36.2739,70.1235,176.958,36.5381,68.7438,167.792,32.8846,68.2967,151.417,32.9477,67.6132,140.424,29.065,66.9698,131.265,27.0482,65.9381,115.309,24.366,65.0248,106.984,21.4657,64.3589,91.76,21.1802,63.5452,82.0232,15.8279,62.9702,67.4504,13.0668,62.285,57.8399,8.79757,61.6194,49.0653,4.60471,59.7449,37.5386,0.413493,58.6969,30.0113,2.86709,58.3824,17.3747,8.67202,57.2495,10.3245,9.90505,56.639,2.68402,12.0792,55.6221,-8.21121,15.0873,54.9772,-15.499,16.6613,55.2162,-27.0587,20.8625,53.2496,-32.98,20.4405,53.1119,-43.7597,24.3748,51.6959,-50.062,22.0068,,,,,,,,,,,,,,,,,,
3,76.894,303.331,40.8562,76.4893,289.845,39.4438,75.8429,275.316,40.1684,74.4879,260.479,39.6018,73.4642,249.868,39.1521,72.9281,228.708,40.6129,71.9913,217.522,38.3332,71.3263,205.719,37.7129,70.0691,189.967,35.6156,69.907,177.002,34.8916,68.5856,162.201,32.5004,67.8928,151.366,30.637,67.3346,134.752,30.6831,66.6924,124.518,26.151,66.1231,114.116,24.0367,65.1708,98.7804,20.6801,64.5097,89.4688,17.9595,64.2329,74.1591,17.5208,63.8317,64.5886,15.2695,63.6926,49.2447,16.0675,63.3919,39.8016,14.7041,60.1386,34.8769,0.840003,59.2689,22.5309,5.54239,58.6323,14.5799,8.06399,58.5795,1.65515,13.4657,57.321,-5.11763,13.762,56.7187,-12.7429,15.5956,56.3853,-24.4886,18.7792,55.1509,-31.1711,20.1619,54.9278,-41.8358,24.0077,53.5408,-48.2409,22.0094,53.7576,-59.5227,25.7762,,,,,,,,,,,,,,,
3,75.8029,300.616,39.9916,75.1645,285.494,40.708,75.069,272.665,40.3877,74.758,264.076,39.9297,74.3873,244.143,40.2142,74.3041,231.068,40.1439,73.5435,214.51,40.9268,73.4768,203.175,38.6667,72.9861,186.82,38.6017,72.925,175.105,35.9266,72.4879,165.402,34.4472,72.2564,148.696,34.7756,72.2024,137.449,30.9947,71.8161,122.171,30.6322,71.7657,111,26.4214,71.2323,103.709,23.2372,70.5732,87.8768,20.1951,69.7869,79.659,17.0479,69.5505,65.4134,16.4494,69.2898,56.0666,14.2729,69.1198,41.7473,14.8883,68.903,32.9176,13.3907,67.6537,23.573,1.50151,67.1478,11.6846,5.53741,66.8524,3.85913,8.0533,66.5056,-7.96477,13.0489,65.7138,-15.1367,13.2506,65.4298,-26.7647,17.9104,64.4888,-33.5101,17.7777,64.0539,-40.6456,19.1707,63.2165,-50.8787,20.3509,,,,,,,,,,,,,,,,,,
