3,82.0052,305.957,42.5061,81.6525,288.909,45.2019,80.7497,282.102,46.2852,79.9877,267.896,48.0479,79.5517,256.939,49.0802,78.4848,249.977,48.8005,78.036,235.457,50.0509,77.2385,227.077,49.2247,76.6201,212.933,49.9405,75.6716,205.339,48.3141,75.1674,197.067,47.3366,74.6385,182.975,47.6142,73.9712,175.558,44.5045,73.3091,161.969,44.2941,72.6869,154.426,40.6283,72.0952,142.095,39.8523,71.512,134.466,35.3551,70.9655,126.403,33.026,70.2891,115.505,31.7445,69.7582,107.414,26.0275,68.9847,96.7995,24.4398,68.6503,88.2016,17.8948,68.4053,77.6043,15.907,68.1532,68.969,13.486,67.8979,61.5969,10.815,66.5974,52.2859,2.90115,65.5954,48.2195,5.93321,65.2244,38.6358,11.5555,64.616,33.5875,14.5467,64.3323,24.3549,19.3313,63.9285,19.2363,21.9062,63.0598,14.3716,23.8323,62.9964,5.87421,27.2431,62.1906,1.35262,27.9551,61.9186,-7.43628,31.2264,61.1089,-12.1841,31.2032,60.7822,-17.2227,31.6884,60.5334,-25.3051,33.931,59.7621,-30.3879,32.6251,59.6371,-38.4551,34.3448,58.9236,-43.2892,31.9941,58.322,-50.1112,33.1766,,,,,,,,,
3,81.9413,302.907,43.5146,81.1336,288.765,45.7399,80.4197,277.999,47.4348,79.5338,270.185,48.6684,79.0292,254.331,50.4506,78.195,246.215,51.0482,77.5476,232.99,52.0467,76.9754,223.662,51.5865,76.6446,214.67,51.5857,76.0633,201.313,52.001,75.5401,191.479,50.6707,74.628,180.245,50.3639,74.1556,171.331,47.7668,73.4964,158.069,47.447,72.8785,149.953,43.9506,72.4707,141.42,41.8693,72.0814,127.973,41.4078,70.9983,121.929,36.0823,71.0103,107.414,35.3649,70.1477,101.817,29.408,69.7138,88.4847,27.9878,69.1076,80.8883,24.9618,68.5125,74.5018,21.7171,68.0309,62.8875,20.8371,67.512,55.7608,18.4504,67.1159,44.5401,18.1992,64.8992,39.2095,2.80649,64.4607,33.0245,6.62732,64.0554,23.6495,11.7204,63.4638,14.544,16.3989,62.8984,9.07551,19.2499,62.0927,4.1545,20.6599,61.7178,-4.94724,24.7144,60.9146,-10.0323,25.2994,60.7675,-18.783,28.7172,59.6605,-23.6591,28.461,58.9566,-28.7234,29.1364,58.745,-37.3435,31.7984,57.7049,-42.156,29.923,57.2853,-49.9066,32.5587,56.1551,-54.9473,30.0977,,,,,,,,,,,,
3,86.9024,300.2,43.6336,86.8511,290.346,45.4411,86.4673,278.298,47.3341,86.3943,268.191,48.4322,86.0855,258.533,49.244,86.0732,243.626,50.6998,85.7592,233.975,50.6821,85.3503,221.598,51.6383,85.4429,211.046,50.8409,84.9855,203.628,50.2428,84.9348,189.56,49.3027,84.6545,181.204,48.4799,84.2433,169.188,48.5054,84.1464,160.223,45.3518,83.6995,147.251,44.6601,83.4404,139.109,40.6755,83.1785,131.223,38.486,82.91,118.136,35.2697,82.6506,110.407,32.6385,82.2797,99.6525,30.5036,82.2937,90.4425,25.3581,81.9107,79.6969,23.0026,82.3053,69.4943,17.1662,82.229,63.2843,12.9521,81.9362,52.3053,11.2338,81.8107,45.439,7.9579,80.6267,35.7528,4.23367,80.397,30.2086,7.9981,80.1465,21.0951,13.3665,79.7832,15.2632,16.7935,79.6517,9.14772,19.5682,79.3036,0.710154,23.6446,79.0612,-5.2503,25.6825,78.6335,-13.1911,28.9109,78.4958,-19.2024,29.9131,78.0761,-27.1579,32.9849,77.8533,-32.7815,34.0889,77.5596,-38.1032,33.4246,77.25,-45.9478,35.6421,77.1819,-51.9636,34.5499,,,,,,,,,,,,,,,
3,86.9101,308.997,41.9824,87.1608,291.836,44.6906,87.1047,282.315,46.4469,87.0567,273.259,47.6259,86.8473,259.721,49.2872,87.1686,248.212,49.948,86.7392,236.083,51.2336,87.0145,224.756,51.3132,86.6171,213.903,51.8447,86.8852,203.705,51.4813,86.7319,193.98,50.5208,86.4775,182.122,50.5003,86.6829,171.857,48.3349,86.225,160.437,47.7848,86.4298,151.182,45.0537,86.2796,142.918,43.2337,85.957,131.093,42.4642,85.9915,123.013,38.1347,85.6684,111.722,36.8998,85.8223,103.22,31.8913,85.8147,92.5331,30.113,85.9874,82.2771,24.7848,85.7481,76.7055,20.8579,85.8125,63.4725,19.8017,86.1589,56.0697,16.7512,86.19,44.3928,16.002,86.4502,37.0703,13.6164,84.8912,28.7467,4.65432,84.9856,22.3804,8.52387,84.8847,17.2327,11.8321,84.7559,8.37639,16.6564,84.9969,2.04659,19.5623,84.7218,-6.21301,23.3686,84.9789,-12.7074,25.4128,84.6668,-20.4949,28.8004,84.5388,-25.8126,30.5002,84.721,-31.9005,31.1661,84.5918,-39.7851,33.3026,85.0109,-46.1605,32.8546,84.434,-53.1952,34.863,,,,,,,,,,,,,,,
3,87.0378,304.528,42.9511,86.3336,290.331,45.4481,86.0847,282.231,46.7206,85.5401,264.429,49.0338,85.2512,254.909,49.8296,84.7712,246.847,50.6556,84.3181,231.618,51.76,84.0503,222.467,51.5034,83.4281,208.763,52.5399,82.8026,201.46,51.0736,82.432,188.206,51.4186,82.1795,179.048,50.7248,81.9459,170.358,48.4838,81.377,156.67,48.2433,80.8237,149.502,44.5448,80.6414,135.843,44.2374,80.1105,128.642,39.7286,79.7319,120.454,37.4724,79.2797,109.108,36.1615,79.057,99.9392,31.1184,78.606,88.1191,29.5115,78.5557,79.7622,23.4979,78.1268,68.6123,21.714,77.8065,61.5312,18.6553,77.5065,55.1081,15.5582,77.1165,44.6008,14.6383,77.0133,35.6128,0.0982772,76.3951,25.6762,5.59079,76.1389,19.5082,9.51616,75.9545,10.7243,14.4838,75.8337,5.0208,17.3187,75.5998,-0.736417,19.8309,75.3182,-9.30759,24.1345,75.1023,-14.7467,25.2809,74.9433,-22.8975,28.8496,74.7341,-28.4112,29.3215,74.5306,-34.0916,30.6107,74.451,-42.5805,31.9627,74.0278,-46.636,31.7884,73.9594,-55.1295,34.2396,,,,,,,,,,,,,,,
3,92.1866,300.237,43.3201,90.9173,282.37,46.4051,88.9869,278.358,47.3027,87.8486,260.831,49.8219,86.5224,250.238,51.0326,85.3296,242.332,51.6064,84.1529,226.262,53.3052,82.6293,219.173,52.9444,81.3735,203.687,54.2715,80.164,196.426,52.8282,79.1618,187.587,52.5779,77.7243,174.172,51.6989,76.8135,165.403,50.8874,75.6965,151.804,50.8191,74.5137,144.547,47.578,73.6907,129.634,47.3824,72.2594,123.537,43.4176,71.5499,117.741,40.5623,70.7454,101.209,40.7012,69.2791,95.5906,35.0901,68.9252,80.8602,34.7759,67.089,75.8513,28.1093,66.7284,61.1041,27.5758,66.2503,53.6349,24.6809,65.9597,40.7014,24.4701,65.5786,32.6204,22.5803,65.2321,24.5895,21.0008,65.0929,12.0732,22.0956,59.0649,13.6763,4.9683,58.7811,3.0833,11.6809,57.4431,-1.24342,14.7083,56.8685,-7.37557,17.9261,56.4997,-16.8004,23.3059,55.1584,-21.7315,25.0758,54.8441,-30.946,29.8091,53.4301,-35.8148,30.6738,53.4282,-45.1788,34.9081,52.8149,-50.6935,36.4384,,,,,,,,,,,,,,,,,,,,,
3,97.1945,300.065,43.3047,96.2277,291.683,44.8939,94.3344,274.52,47.8588,93.1756,265.865,48.741,92.0629,257.54,49.3506,90.4575,242.745,50.8043,89.403,234.128,51.3039,87.8807,218.71,52.7574,86.5486,211.989,51.7429,85.5555,196.261,52.8097,84.5083,189.357,50.9831,83.2486,175.135,51.2675,82.4303,167.241,50.2771,81.2704,159.61,47.6204,80.3365,145.139,47.3928,79.2746,138.194,43.8693,78.1407,126.298,42.8431,77.137,118.624,38.7008,76.6623,110.736,36.0572,75.6443,97.5319,35.2605,74.765,91.3142,32.5973,73.9846,77.2382,28.657,72.5494,71.4861,21.2589,71.1544,61.7825,15.7835,69.7995,55.3823,9.25768,68.4721,49.4938,2.73804,67.2985,38.2235,-0.513032,67.7401,28.1589,2.3481,67.0856,18.8385,8.29808,66.1285,14.0218,11.211,65.7455,4.29239,16.403,64.8139,-1.21643,18.698,64.2915,-7.09375,21.2587,63.761,-15.798,25.4323,62.6612,-20.5656,25.9905,62.4289,-29.7337,29.8316,61.3909,-34.7745,29.7013,61.0232,-43.3835,32.6375,60.8493,-49.5317,33.4278,59.2004,-53.5673,32.1323,,,,,,,,,,,,,,,
3,97.9843,310.007,42.2617,96.7274,301.369,43.6272,94.9676,282.213,46.8983,93.1304,275.635,48.4375,91.4116,259.551,50.9484,89.7233,253.65,51.6431,88.3755,243.413,52.7891,86.8576,227.307,54.6644,85.292,220.265,54.0508,83.9348,204.797,55.3234,82.286,198.358,54.3381,80.7014,184.264,54.9749,79.1645,177.573,52.819,78.0347,169.453,52.0176,76.8518,154.887,52.2315,75.1063,148.866,48.8437,73.909,134.896,49.0169,72.4522,128.675,44.4339,71.055,120.708,42.401,70.0876,107.268,41.6962,68.4529,100.914,36.4757,67.6518,87.0993,35.6477,65.6427,81.9261,29.1653,64.6835,69.6007,27.5984,63.1467,62.4069,21.2413,61.661,55.3555,15.1398,60.4428,44.4079,11.2788,59.1517,36.6499,6.37336,58.2191,24.882,4.19542,54.612,24.4801,2.86377,54.5656,16.7515,7.53395,53.1246,8.16748,12.4407,52.4002,1.88469,15.6129,51.9437,-7.59054,20.7085,50.1346,-11.4956,21.4774,49.8512,-20.755,26.0266,48.1318,-25.2862,26.129,47.996,-34.7052,30.136,47.1141,-39.6169,31.0346,44.9659,-43.4564,29.7424,45.0537,-52.4716,33.5486,,,,,,,,,,,,
3,97.4977,305.777,42.3998,96.5947,288.895,45.585,95.3471,279.656,47.0446,94.0272,263.383,49.3671,93.0874,253.994,50.1444,91.9189,239.432,51.7853,90.6751,232.08,51.6291,90.0506,222.939,51.5922,88.9324,207.397,52.9392,88.0479,201.094,51.5133,87.0266,186.197,52.1544,86.1207,178.005,50.2927,85.0605,165.369,50.2416,84.219,157.199,46.9649,83.3946,149.24,45.5182,82.4231,136.188,45.2256,81.6464,127.699,41.5679,80.4482,115.854,40.4653,79.4463,109.117,35.4704,78.7582,101.008,32.8145,78.1615,89.1117,31.4805,77.0669,81.4266,25.6654,76.3716,68.7455,24.6753,75.6405,61.2411,18.1737,74.8845,50.2714,13.6483,74.1946,42.1591,8.3219,73.5336,34.6962,3.07382,70.9959,27.6844,3.03178,70.0178,22.6113,6.24561,69.3949,13.1251,11.4178,68.4212,7.65753,14.3051,67.8168,-1.29108,18.8364,66.9679,-6.70212,21.1239,65.9335,-11.608,22.3285,65.429,-20.2243,25.7533,64.3253,-25.3006,26.0599,63.8001,-33.8073,29.2663,62.6345,-38.6527,28.4379,61.692,-43.7719,29.0383,60.6563,-51.426,29.5824,,,,,,,,,,,,,,,
3,99.2516,308.526,42.2172,97.9217,298.748,42.9845,96.8133,287.839,44.474,95.0534,273.565,46.52,93.8323,263.817,47.1229,92.2676,246.345,49.2752,91.0044,238.824,48.6864,89.3648,222.115,50.1934,88.3848,214.283,50.0311,86.8132,206.788,48.3745,85.4413,192.255,48.9931,84.1733,184.593,46.7994,82.8851,169.04,47.3729,81.3692,162.824,43.8369,80.7384,153.137,42.5753,79.3088,139.603,42.2475,77.9793,126.911,39.4838,77.125,118.023,37.4642,75.8255,111.045,32.5081,74.9954,97.7704,31.6804,73.1569,92.1206,25.5241,72.3045,79.3836,24.0241,71.9576,69.015,22.404,71.6294,60.5207,20.3868,71.3345,47.6186,20.6323,71.0517,38.6516,19.5689,67.0415,32.5649,3.27577,65.4549,28.713,5.59713,64.5007,23.5027,8.95119,63.6546,14.3162,14.0799,63.1109,8.25608,17.3313,62.5428,-0.625952,21.7921,61.5219,-6.07535,23.6412,61.2569,-15.3846,27.5463,59.9909,-19.5642,28.0451,59.4138,-25.3114,29.4604,58.4574,-33.6293,31.3382,57.7848,-38.7365,31.8769,57.7695,-47.5932,34.6852,56.2159,-52.0926,33.4265,,,,,,,,,,,,,,,
