1,109.664,294.622,45.0965,110.192,282.404,47.4984,111.107,269.696,49.2127,111.482,260.113,50.2191,111.643,248.745,51.296,112.2,237.027,51.326,112.043,225.891,51.8066,112.49,214.447,51.3245,112.189,202.743,51.0245,112.261,192.615,49.1206,112.268,184.497,48.014,111.576,172.081,47.102,111.44,162.644,44.0185,110.644,151.474,42.5254,110.499,142.259,38.5546
1,108.643,304.824,42.4588,109.714,291.945,45.2562,110.357,281.201,47.1818,110.843,272.255,48.5718,111.769,257.836,50.0968,112.027,247.682,50.9953,112.561,235.979,51.2664,112.607,224.858,51.9736,112.959,212.587,51.2097,113.022,204.526,50.4888,112.627,192.513,50.1693,112.808,183.724,47.5524,112.288,171.345,46.8534,112.233,162.69,43.4192,111.337,152.24,41.2016
1,108.919,301.744,43.7305,109.827,290.383,46.2671,110.724,277.021,49.0714,111.334,267.009,50.5989,112.211,252.849,52.5245,112.465,242.966,53.1224,112.493,231.433,54.2488,113.122,219.631,54.3632,112.869,208.52,54.4683,113.002,197.198,53.4586,112.605,185.618,53.2659,112.795,175.557,50.9465,112.531,165.883,50.1104,111.674,156.011,48.514,111.404,145.981,45.0985
1,111.492,290.897,43.3522,112.093,280.188,45.3204,113.328,266.326,47.2885,113.904,256.893,48.0856,114.739,241.309,49.4602,115.169,231.93,49.88,115.378,221.028,50.3914,115.854,208.935,49.8943,115.776,198.409,49.4715,116.276,187.645,47.7784,116.326,178.964,46.4588,116.015,166.179,45.5552,116.166,157.037,42.5379,115.548,145.584,40.8739,115.496,135.418,37.1278
1,111.08,292.24,43.3975,112.367,277.588,45.7349,113.062,266.255,47.7887,114.042,253.413,48.6498,114.597,242.329,49.7545,115.289,228.829,50.4001,116.034,219.006,50.7332,115.93,207.936,50.7128,116.5,197.478,49.6379,116.337,186.743,48.77,116.659,175.077,46.4493,116.418,164.718,45.4752,116.598,155.683,41.6949,116.42,147.62,39.4319,115.996,133.576,36.5089
1,110.36,299.301,42.0101,111.343,289.381,44.3655,112.759,273.689,46.604,113.467,260.225,48.7485,114.422,247.722,49.5716,114.635,235.934,50.5766,115.434,223.844,50.7943,115.747,214.31,50.8907,115.756,202.568,51.0292,116.14,190.726,49.8587,115.877,179.52,49.3619,116.194,168.243,47.2699,115.696,157.543,46.2573,115.81,148.154,42.3214,115.748,138.469,40.3922
1,110.926,296.51,42.194,110.938,281.551,45.363,111.283,271.243,47.498,111.182,259.164,49.414,111.468,246.655,50.9307,111.38,238.109,51.3846,110.904,225.856,52.4863,110.929,214.374,52.4302,110.222,202.602,52.7484,110.079,194.142,51.128,109.316,180.256,51.2697,108.794,172.61,49.9727,108.318,163.112,47.2333,107.305,152.576,45.7023,106.732,143.923,42.0853
1,110.689,293.717,42.9052,110.611,286.8,44.7821,111.415,272.584,46.7909,111.081,260.501,48.4828,111.365,250.242,49.1857,111.095,237.237,50.6169,110.685,228.012,51.4654,110.718,218.424,50.4355,110.129,205.485,50.9765,109.788,196.92,49.1647,108.989,184.436,49.2683,108.645,175.936,46.5322,108.007,166.928,44.8674,106.907,155.434,43.7366,106.311,148.008,39.4119
1,111.061,295.051,42.6879,111.525,285.42,44.7406,111.847,274.876,47.1653,112.572,261.298,49.5454,112.683,249.772,51.1258,113.17,237.851,52.0961,112.974,224.584,53.5622,112.99,215.952,53.8799,113.19,205.049,53.3575,112.762,192.98,53.5802,112.708,182.488,52.2283,112.081,170.987,51.4401,111.997,162.343,48.7145,111.188,149.872,47.954,110.829,141.375,46.3382
1,110.36,299.306,42.0093,111.441,281.499,45.3672,111.551,271.319,46.9918,112.171,259.213,48.6807,112.271,250.033,49.9164,112.211,237.07,51.0914,112.485,225.855,51.8092,111.922,213.423,52.3679,112.043,203.559,51.514,111.474,189.87,51.8952,111.448,181.138,49.8836,110.996,172.698,48.7574,110.255,159.596,46.6193,109.794,151.311,45.024,108.743,139.453,43.5074
1,94.1356,296.377,42.3534,95.5701,278.707,45.6919,95.4695,267.313,47.5178,96.0987,256.517,49.0039,96.2292,246.225,50.4248,96.2769,231.185,52.1776,96.2162,222.245,51.6567,95.9092,209.784,52.2575,95.9136,199.042,51.3944,95.4766,185.37,51.8308,95.2236,177.437,49.5291,94.6036,164.373,49.204,94.1287,156.398,47.6223,93.8093,147.409,43.977,92.8888,135.413,42.7844
1,94.3991,290.888,42.9792,94.5674,278.769,45.4401,95.1593,266.089,47.7165,94.9617,257.691,48.8247,94.941,244.022,50.5597,95.1194,234.449,50.7499,94.6072,221.198,51.846,94.6929,210.771,51.2396,94.0252,198.943,51.4278,93.7317,189.589,49.6319,93.4287,180.538,48.9375,92.5682,168.74,48.3295,92.1171,159.893,44.9703,91.2612,147.788,43.9107,90.5504,140.36,39.1919
1,93.9994,288.057,43.9521,94.6139,274.804,46.5733,95.5123,263.592,48.3553,96.1293,252.935,50.0514,96.7224,238.628,50.9609,97.0106,228.205,51.7655,97.1648,216.358,52.6378,97.5591,205.302,51.9564,97.4362,193.835,52.3149,97.8266,183.964,50.6601,97.4124,172.096,50.3597,97.3683,162.473,47.8393,97.0341,154.615,46.0889,96.6495,141.663,46.0161,96.1817,133.936,41.4889
1,92.9629,293.61,42.8098,93.8678,280.025,45.4952,94.1677,265.994,48.2263,94.5866,255.251,49.6947,94.5837,246.166,50.6804,94.6979,231.168,51.9691,94.4319,222.116,52.1333,94.1182,208.673,53.1027,94.1665,197.969,52.2258,93.4854,185.996,52.3387,93.3154,175.606,50.695,92.8471,167.159,49.4275,92.1365,154.691,48.7583,91.3869,147.058,45.0108,90.4646,133.752,44.2924
