0,84.9916,288.168,43.2453,85.1589,276.195,45.1879,85.2802,263.582,47.235,85.4561,246.015,49.3882,85.5724,235.133,50.0376,85.7062,218.824,50.5718,85.5678,208.314,50.4636,85.9828,195.805,48.9421,85.8301,180.541,48.8011,85.8125,169.465,47.8477,85.8301,154.684,44.8398,85.799,144.247,42.1791,85.7336,129.192,38.8153,85.6753,119.34,36.3164,85.6563,109.854,29.296,85.5835,97.0871,27.0804,85.0895,88.9588,22.5156,85.3269,73.5483,17.0808,85.2906,65.8319,11.7893,84.8881,53.8951,5.40983,84.8081,43.8342,2.74203,85.0155,33.7488,7.22399,84.552,20.2503,13.5052,84.4443,10.9903,16.9319,84.2119,-2.7064,22.0006,84.0027,-11.9393,24.8576,84.084,-20.9951,26.0396,83.5799,-33.9117,30.0951,82.46,-40.9635,29.8911,83.4057,-55.1855,34.0026,,,,,,,,,,,,,,,
0,85.1218,302.287,40.6876,85.7863,280.257,44.0196,86.3878,267.504,45.8547,87.1664,254.413,46.807,87.7816,238.815,47.7969,88.0684,228.328,48.2391,89.0836,209.836,48.2265,89.4696,198.994,47.472,90.1492,186.294,45.1778,90.4885,172.63,44.38,90.9051,161.377,42.1338,91.2308,145.892,38.7354,91.6961,134.7,36.9505,92.0859,119.893,32.377,92.4488,108.913,28.8354,92.7975,99.9962,21.7257,92.7194,86.9636,19.4982,92.7419,77.4774,14.5774,92.7405,65.5318,7.15095,94.2809,54.8985,3.87218,93.5038,44.3707,4.39812,93.3134,30.4435,10.821,93.7568,20.159,14.5873,93.4958,7.14257,19.7566,93.5298,-2.29514,22.8107,93.6545,-16.0025,26.5552,93.7819,-24.9912,28.6074,94.4532,-35.4749,29.2066,94.0806,-47.6112,32.678,94.79,-57.5384,32.0406,,,,,,,,,,,,,,,
0,85.3676,292.312,42.569,85.9904,278.78,45.0115,86.9882,263.622,47.4559,87.4091,248.307,49.6969,87.9348,237.332,50.5631,88.603,219.954,51.2296,88.9948,208.513,51.4674,89.6736,190.776,51.4955,89.9857,180.075,50.66,90.9261,167.007,48.3082,90.8121,153.886,47.0564,91.1157,142.285,45.0008,91.5536,127.678,41.4873,92.4204,116.461,39.5039,93.0253,106.288,32.7637,93.1756,94.0679,30.3759,94.2365,81.623,24.1375,94.3183,72.1476,20.32,94.7268,60.192,16.2661,95.3722,47.9597,8.89006,95.4722,37.7495,4.83506,97.087,27.4859,3.94155,97.1136,14.8826,10.2959,98.1211,4.0605,15.0678,98.1718,-8.35884,20.5923,98.5938,-17.743,23.9491,99.2079,-30.9591,28.2072,99.7622,-39.9207,30.8144,101.074,-51.1062,32.8942,,,,,,,,,,,,,,,,,,
0,85.6336,292.435,42.0299,85.662,276.226,45.1785,86.4622,262.427,47.4122,86.6731,247.276,48.9371,86.9474,235.244,50.0071,87.6548,218.032,50.4728,88.0334,205.746,50.6853,88.797,193.502,48.7279,88.9373,178.491,48.7763,89.5656,166.225,45.9493,89.5071,153.119,44.022,89.7383,142.85,42.109,90.2441,128.112,37.6212,90.5944,118.456,34.5817,91.3688,107.573,28.5732,91.5905,93.1193,26.8595,91.9532,84.7682,18.6671,92.1426,77.2469,13.018,92.1422,64.2933,10.1626,92.7438,46.9474,4.77283,93.2937,39.9952,3.03263,93.9855,28.5725,8.04095,94.0131,15.2,13.9867,94.7253,4.13488,17.7858,94.6547,-7.80118,22.3688,94.8422,-17.4397,25.3059,95.021,-30.6857,28.9314,95.2836,-39.825,30.9896,96.2701,-50.7066,32.3557,,,,,,,,,,,,,,,,,,
0,85.0456,299.468,40.8852,85.1749,285.518,43.4195,85.4302,268.549,46.4272,85.7822,256.367,48.4022,86.0573,242.811,48.9839,86.009,227.836,50.5813,86.259,215.898,51.0715,86.3046,199.242,50.6033,86.3345,188.842,50.0409,86.6819,171.876,48.528,86.8695,162.063,47.0507,86.8349,151.979,45.0592,87.125,137.133,41.134,87.3471,126.361,39.0089,87.2737,113.15,33.6943,87.4567,103.002,30.5794,87.9572,92.7546,23.9867,87.9065,80.1309,21.3126,88.2811,70.125,17.0116,88.5827,56.9727,10.0656,89.3599,46.6088,6.06272,88.4467,35.2285,5.05113,88.4593,25.5847,9.71999,89.0395,14.6782,13.6351,88.8776,1.30035,19.1851,88.9845,-8.00684,22.412,89.0605,-21.6614,26.2882,89.1137,-30.988,29.0594,89.0622,-43.5429,31.1585,89.4939,-52.8309,33.6119,,,,,,,,,,,,,,,
0,85.0063,298.036,41.1198,85.9161,276.279,44.9184,86.224,262.5,46.9189,86.5611,250.792,47.888,86.4972,235.31,49.3177,86.7359,222.936,50.0751,87.152,204.821,50.0087,87.3721,194.194,49.2323,87.6771,176.782,48.1279,87.8101,165.98,46.6013,88.2508,150.133,43.5825,88.2978,139.299,41.6905,88.5271,129.06,39.0057,88.6771,114.6,35.0053,88.9554,103.891,31.9963,88.9093,90.4851,25.9535,89.2271,79.5484,22.6681,89.158,71.4981,13.9933,89.4761,57.6972,10.9833,89.7466,47.0937,1.74908,89.594,34.3537,4.16869,89.8409,25.2038,8.91278,90.5012,13.6734,14.3186,90.3778,0.851915,20.3171,91.0284,-9.64401,23.4668,90.8097,-22.1807,28.5064,91.0994,-31.4959,31.9298,91.3641,-44.5882,35.0315,91.6775,-53.5643,36.8532,,,,,,,,,,,,,,,,,,
0,85.8848,292.253,42.8321,86.7031,277.445,45.4712,87.8697,261.119,48.3345,88.5401,247.172,50.1045,89.6369,228.951,51.7045,90.2703,218.023,51.9801,91.3465,204.078,51.5882,91.6816,190.078,51.8108,92.7799,176.39,49.9529,93.1598,162.72,49.5535,93.6689,152.097,47.7964,94.2501,137.503,43.9044,94.7983,126.923,41.6526,95.515,112.358,37.6711,95.9691,102.511,34.5708,96.52,92.6632,31.3074,97.1339,78.4969,25.5909,97.3833,70.1348,21.2576,98.2842,59.0316,13.4537,98.1565,48.2381,9.50161,99.0101,38.0891,0.351133,98.9234,26.1722,6.13252,99.2963,16.1068,10.9629,99.7168,2.06335,16.994,100.011,-7.38085,20.737,100.535,-21.049,25.2572,100.841,-30.1949,27.9293,101.197,-38.9579,30.276,101.946,-50.936,32.5751,,,,,,,,,,,,,,,,,,
0,86.5368,288.162,43.4884,87.5325,272.331,46.2887,88.314,259.986,48.2728,89.772,242.857,50.0997,90.6428,231.165,50.8807,91.9031,215.352,51.1171,92.7389,202.385,51.6647,94.0809,188.712,50.2037,94.7257,175.82,49.6513,95.9888,161.638,47.2563,96.6454,149.048,45.6357,97.0674,139.163,43.1184,98.5151,123.199,40.1051,99.2815,113.445,37.3342,100.603,100.995,31.7861,100.949,90.2383,27.9379,101.472,80.5539,24.3115,102.554,67.7654,17.8775,103.369,58.3298,13.4168,104.223,45.6084,5.52728,104.759,36.8116,1.17286,105.704,26.3222,6.4333,106.535,11.7629,12.8318,107.339,2.46404,17.0958,108.257,-11.9557,22.4152,108.855,-20.8735,25.6663,110.321,-32.1411,28.0225,110.469,-42.8692,31.9777,111.339,-52.1976,34.3633,,,,,,,,,,,,,,,,,,
0,85.4253,303.676,40.7231,86.2817,288.204,43.228,87.5769,273.612,46.0816,88.4722,257.683,48.165,90.2455,242.944,49.6193,90.5586,229.172,50.541,91.5113,216.285,51.177,92.8157,199.757,51.2921,93.4673,188.685,50.2139,94.4982,171.947,49.0378,95.2238,161.588,47.2732,96.4547,148.395,43.7271,96.8665,135.951,41.3455,97.6709,121.34,40.4256,98.65,111.088,34.5548,99.6384,100.86,31.1579,100.764,89.0997,25.1765,101.245,77.6068,21.8441,102.374,66.1369,13.6079,102.746,55.469,9.5568,103.53,45.4311,5.00487,104.239,31.753,3.84785,104.77,21.2575,8.28599,106.09,8.79044,12.3888,106.288,-3.0859,17.1552,106.746,-12.4752,19.97,107.533,-26.7084,23.6642,108.015,-35.977,25.6088,108.632,-48.7496,30.1066,109.097,-58.2356,28.7672,,,,,,,,,,,,,,,
0,85.3674,292.307,42.5699,86.4452,277.339,45.9896,86.6931,262.236,48.4064,87.2807,251.533,50.3508,88.1677,231.833,52.3654,88.9807,218.795,52.7337,89.5313,206.505,53.0868,89.9273,192.317,53.4696,90.4284,181.557,52.9773,91.1347,164.593,51.6914,91.5489,154.551,50.1092,92.371,142.417,46.0623,92.4962,129.64,44.3755,93.7607,116.654,40.482,93.8405,103.327,38.5565,94.3795,94.4338,34.5634,94.9126,80.1565,29.3577,95.0205,71.2588,25.1229,95.7861,60.8439,16.4439,95.727,50.001,13.1312,96.791,39.743,3.29351,96.7725,27.452,1.45507,96.9463,17.7151,6.56004,97.4873,3.15763,13.7702,97.7733,-6.42385,18.2063,98.6659,-17.2567,21.6584,98.4584,-29.4315,27.354,98.8426,-38.299,29.9641,99.3254,-51.7505,34.2227,,,,,,,,,,,,,,,,,,
