1,77.907,299.156,41.0006,82.29,282.644,44.1663,84.8706,274.889,45.4026,89.1124,255.466,47.8058,91.8653,247.596,48.3719,94.1776,237.838,49.0546,97.6974,220.594,49.7245,99.9902,212.119,49.4504,102.923,196.955,48.7939,104.868,187.779,48.0436,107.435,173.599,46.4245,109.158,163.265,45.4527,110.632,153.471,43.773,112.817,139.686,41.0325,114.275,130.439,38.2606,116.197,117.626,34.4452,117.265,107.788,31.9483,118.374,98.9521,29.0901,119.97,87.1248,23.582,120.903,77.8558,20.4675,122.495,66.7713,13.6731,122.977,57.2432,10.1577,124.265,46.8324,2.73199,124.228,38.344,3.85727,124.127,32.336,7.84236,124.064,22.8951,13.3325,123.979,17.1201,16.421,124.103,9.39965,20.1565,123.463,1.94175,23.6619,123.503,-5.22877,26.2028,122.816,-12.5609,28.8282,122.437,-18.2355,30.6354,121.954,-26.7004,32.4108,121.539,-32.3738,33.3301,121.439,-39.1183,33.25,120.469,-45.877,34.314,120.293,-52.5724,33.3332,,,,,,,,,
1,78.0984,293.532,41.6592,80.6064,288.024,43.0519,84.7323,269.928,45.4716,87.128,260.295,46.3083,89.6589,251.044,47.3475,93.0575,233.677,48.6289,95.2843,224.598,48.8271,98.2468,208.428,48.8358,100.064,197.772,48.6639,101.731,189.366,47.9664,104.222,175.08,46.3431,105.84,164.625,45.3793,107.936,150.642,43.1169,108.933,142.726,43.0958,110.965,129.077,37.9213,111.924,119.153,35.6292,112.923,110.272,32.956,114.28,99.2041,27.8456,115.135,88.7898,25.3468,116.094,78.8137,19.4709,116.682,68.1813,16.3215,118.231,55.7231,10.9001,119.051,41.3378,7.32128,120.155,29.7979,3.20348,117.711,29.4582,5.77226,117.477,22.9087,9.5496,117.496,15.1313,13.5857,116.671,7.30631,17.5449,116.449,0.753726,20.3151,115.672,-8.06117,23.9544,115.365,-14.027,25.4902,114.972,-20.7932,27.2894,113.916,-28.9457,29.5699,113.551,-35.6309,29.922,112.404,-43.1302,31.7358,112.024,-50.0634,31.2154,,,,,,,,,,,,
1,77.099,297.735,40.9788,78.563,289.449,42.0678,81.09,273.593,44.6548,82.7867,261.261,46.1866,84.9732,245.203,47.4308,86.2844,235.508,47.9185,88.4297,220.367,47.8581,89.648,208,48.3421,90.6824,198.152,48.0416,91.8307,183.837,46.884,92.7356,174.368,45.388,93.9693,161.668,43.0138,94.4101,150.347,41.5922,95.5049,138.43,37.9747,95.9483,124.683,36.8844,96.2917,117.02,33.8893,96.7805,103.056,29.6279,96.9128,94.0791,26.6548,97.4473,83.9615,20.5986,97.4666,71.73,18.2089,97.9352,62.14,11.0954,97.5699,50.352,8.31247,97.5187,41.8841,4.44175,96.0455,32.9224,5.34941,95.4976,26.0693,9.25291,94.7613,19.8844,12.922,93.6784,10.5823,17.61,92.9294,4.06194,20.5483,91.5871,-4.91867,24.17,90.9344,-10.9159,25.9926,89.8517,-16.4344,26.8376,88.5084,-25.3322,30.1802,87.4162,-30.9929,29.9385,86.1185,-39.566,32.5365,85.2456,-45.3474,33.1019,83.5366,-53.6668,33.679,,,,,,,,,,,,
1,77.3308,294.958,41.1723,79.0188,285.361,42.7364,80.987,268.477,45.4977,82.4557,257.604,46.7956,84.231,243.929,48.1176,85.2207,231.061,49.1432,86.7901,218.112,49.1526,87.801,204.954,49.3413,88.4494,195.177,49.2465,89.6639,181.057,48.0624,90.2093,171.636,46.9693,91.2718,158.324,44.9386,91.3092,148.497,43.3712,92.1672,137.291,39.5839,92.2052,123.518,38.8328,92.3641,114.687,36.1703,92.6961,105.633,30.3897,92.6886,92.7856,26.2936,92.8143,82.6982,22.6012,92.9161,69.6668,21.1625,93.2607,60.4816,18.6537,93.1062,46.8211,18.5565,93.3013,37.7998,16.8621,90.8773,34.737,1.22865,89.8318,24.6533,7.20505,88.9419,18.9849,10.9562,87.8591,9.29395,16.2482,86.9081,3.37767,18.7951,85.8017,-6.08027,23.5281,84.8163,-11.9533,25.9255,83.719,-17.335,26.9546,82.4853,-26.5206,30.722,81.1393,-31.7377,30.7769,79.9701,-40.9218,33.8666,79.0016,-46.3401,34.411,77.5297,-55.0312,35.9233,,,,,,,,,,,,
1,78.5825,290.842,41.8382,81.5645,272.385,44.6018,83.0302,261.278,46.1816,84.6328,249.639,47.3904,86.6635,233.345,48.5137,88.0912,223.219,48.6847,89.7216,209.797,48.8743,90.7867,196.278,49.229,91.7253,186.162,48.668,93.1131,171.158,47.2406,93.7183,161.504,45.9552,94.8914,149.628,43.0784,95.2853,136.392,41.7966,96.2724,124.7,37.9486,96.4339,113.043,36.2585,96.9026,103.703,33.522,96.9964,90.1449,28.8299,97.4494,80.4395,26.0101,97.8656,70.1198,19.8237,97.7308,58.7866,16.856,98.0849,49.0498,10.0305,97.5624,36.7101,7.4792,97.0222,29.4031,0.0174617,95.8909,19.2924,6.21406,95.4222,12.6415,10.2283,94.7138,6.02694,13.8167,93.6747,-3.17817,18.6901,92.9071,-9.4209,21.5057,91.8725,-18.7837,25.2101,91.0459,-24.8505,27.3189,90.1854,-30.8233,28.0808,88.9287,-39.8466,31.5671,88.1512,-45.0119,30.5474,86.6609,-54.3127,34.3003,,,,,,,,,,,,,,,,,,
1,76.6136,301.927,40.823,78.7831,286.823,41.9866,80.3656,274.94,43.9414,81.626,263.722,45.3031,83.5974,246.275,47.028,84.8767,234.384,47.6686,86.5448,223.263,47.3572,87.3172,208.742,48.2265,88.691,195.414,46.9056,89.1923,183.577,46.7553,89.872,172.453,45.8131,90.5444,162.011,42.9658,90.6686,149.859,41.7391,91.1818,138.491,38.1803,91.3034,125.203,36.9603,91.789,115.112,32.0206,91.6884,102.735,30.1151,91.7083,92.6481,27.3551,91.7675,84.8196,20.4865,91.347,71.2444,16.3577,91.2549,62.3926,10.8751,90.8252,49.9225,7.6456,90.6059,40.496,3.55161,88.7586,30.2232,4.52976,88.0114,24.2345,8.03071,86.8813,17.8233,11.6231,85.6466,7.81016,16.8341,84.6544,1.85086,19.0366,83.3431,-7.70495,23.3808,82.3097,-14.0874,25.6494,80.7724,-23.2693,28.6817,79.6879,-29.3679,30.1887,78.3168,-35.2262,29.9225,77.1506,-44.3194,32.789,76.6174,-51.8978,34.5097,,,,,,,,,,,,,,,
1,67.8664,298.477,40.1569,69.5182,287.192,42.5231,72.3427,271.461,45.086,74.0286,259.091,47.1063,76.3054,245.325,48.4204,77.7622,232.303,49.6765,79.1517,221.089,50.4599,80.8175,206.784,50.7771,81.8216,196.017,50.6046,83.5177,183.467,49.26,84.3191,171.499,49.0179,84.9416,161.712,48.1037,86.0582,146.919,46.0181,86.4611,138.941,43.9924,87.3896,127.585,40.4756,87.4686,114.99,39.2535,88.162,104.863,34.2638,88.2172,93.6507,32.0505,89.0128,82.1261,27.0953,88.5878,69.847,25.085,88.6853,61.3174,21.4495,88.8319,53.9645,17.6606,88.5678,41.6814,16.5181,88.5591,33.381,13.988,86.8635,22.8743,2.60753,86.2648,16.6536,6.70817,85.0125,7.83833,12.4406,84.2414,1.77559,15.8663,83.2944,-4.10891,18.5716,82.2001,-12.8948,23.0548,81.0723,-18.2809,24.5352,79.9817,-27.4548,28.6828,79.0494,-33.0375,30.4342,77.5998,-41.6245,32.6211,76.7959,-47.0271,33.2168,76.3088,-53.7578,35.5177,,,,,,,,,,,,
1,65.7318,281.286,43.0262,67.6039,272.231,44.5088,70.1625,256.345,46.4002,71.8467,242.647,47.5188,73.8802,229.895,48.0939,75.3573,217.84,48.4263,76.3347,207.341,48.3669,78.3992,190.482,47.9501,79.4104,179.663,47.6246,80.7471,168.804,45.0847,81.5433,155.416,44.5235,82.5719,145.764,40.5336,82.9097,133.773,38.916,84.0573,121.399,35.2207,84.4217,109.116,33.7034,84.862,99.7293,30.964,85.2515,90.2845,28.5501,85.7058,76.3753,23.2535,86.323,66.9171,16.9295,86.6162,53.3783,13.0152,87.0809,43.8316,7.95946,87.204,30.6001,5.51635,84.6295,28.6053,4.14706,83.6482,18.8783,10.2229,83.1483,12.5168,13.5391,82.3253,6.36951,16.4927,81.4544,-3.25882,21.2188,80.5965,-9.38327,23.7672,79.611,-19.0243,27.2974,78.7581,-24.8682,28.9931,77.676,-30.5943,29.1289,76.7002,-39.9918,32.4861,75.2391,-45.4618,31.373,75.4567,-55.6453,37.302,,,,,,,,,,,,,,,,,,
1,58.4463,295.59,40.7265,60.8845,281.859,42.9781,62.7094,267.615,44.8305,64.8874,254.465,45.5738,66.5161,239.614,47.1636,67.5244,231.079,47.2688,69.4323,213.974,47.4312,70.9669,202.85,46.2681,72.2199,192.203,45.5981,72.9951,178.631,45.2768,74.2891,166.133,42.5797,75.141,154.992,41.2387,76.8063,141.172,38.365,76.6269,129.818,36.3793,77.1741,121.08,33.7704,77.6683,111.458,28.3362,78.0766,99.4701,24.1127,78.4555,88.1761,20.6809,78.7437,75.155,18.4422,79.0951,66.1374,15.0887,79.4115,57.1256,12.1256,79.5735,44.6665,11.2635,76.887,41.3883,3.35005,76.2673,31.0948,9.02294,75.3864,25.0589,12.1221,74.8458,14.1885,17.4197,74.2836,7.5447,20.2279,72.9618,-1.1718,23.7375,72.3865,-7.62431,25.736,71.3245,-13.8742,26.5683,70.3769,-23.0735,30.0032,69.4736,-28.9029,31.0858,68.2428,-38.0404,32.4487,67.4135,-44.223,32.9231,65.4887,-49.1213,31.3243,64.5682,-56.1554,32.3358,,,,,,,,,,,,
1,57.0218,290.98,41.5046,59.2661,276.108,43.947,60.6386,262.056,46.0202,61.8328,252.501,46.8865,63.756,238.992,47.7579,64.691,225.037,48.804,65.9484,214.177,48.0813,66.7806,199.894,48.5621,67.7078,189.362,46.8252,68.4349,175.856,46.6951,69.2676,164.915,43.8773,69.5295,151.36,43.0915,69.9333,141.492,41.6912,70.6454,130.869,37.425,70.8373,117.547,36.4282,71.6377,106.344,31.735,71.77,93.4975,30.0889,71.7305,84.416,27.0904,71.5098,75.9508,20.7973,71.3081,63.7202,16.5228,71.0995,56.4159,10.6469,70.9276,43.3607,8.04492,70.7468,34.5077,3.95871,68.5905,26.3244,5.88337,67.8371,20.039,9.72177,66.7605,14.1911,12.8894,66.0267,3.79339,18.3726,64.5057,-0.824207,20.2463,64.0209,-11.7685,25.1917,63.0733,-17.6018,27.3145,61.6209,-26.6315,30.1222,60.591,-32.3794,31.7023,58.8111,-37.4562,31.0381,58.2996,-47.1857,34.21,56.8253,-52.4804,35.1276,,,,,,,,,,,,,,,
